"city","station_key","station_name","Date_hour","RainIn"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-19 07:10:00","0.03500854401819815"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-19 07:20:00","0.025006102870141537"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-19 07:30:00","0.03500854401819815"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-19 07:50:00","0.010002441148056615"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-19 08:00:00","0.020004882296113226"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-19 08:10:00","0.015003661722084921"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-19 08:20:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-22 13:50:00","0.010002441148056615"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-22 14:00:00","0.025006102870141534"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-22 14:10:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 04:40:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 04:50:00","0.015003661722084921"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 05:00:00","0.010002441148056615"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 05:10:00","0.020004882296113226"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 05:20:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 06:50:00","0.015003661722084921"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 07:00:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 07:10:00","0.02000488229611323"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 07:20:00","0.060014646888339684"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 07:30:00","0.03500854401819815"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 07:40:00","0.015003661722084921"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 07:50:00","0.015003661722084921"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 08:00:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-26 08:10:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-27 07:30:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-27 07:40:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-27 07:50:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-27 08:00:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-27 08:10:00","0.010002441148056615"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-27 08:20:00","0.010002441148056615"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-27 08:30:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-27 08:40:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-27 08:50:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-07-27 09:10:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 04:20:00","0.015003661722084921"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 05:40:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 08:30:00","0.010002441148056615"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 08:40:00","0.015003661722084921"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 08:50:00","0.010002441148056615"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 09:00:00","0.010002441148056615"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 09:10:00","0.02000488229611323"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 09:20:00","0.015003661722084921"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 10:10:00","0.010002441148056615"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 10:20:00","0.03500854401819815"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 10:30:00","0.015003661722084921"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 10:40:00","0.03500854401819815"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 10:50:00","0.005001220574028307"
"Auburn","hc_morgan_wpcf","HC Morgan WPCF","2026-08-01 11:00:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-05 12:10:00","0.015003661722084921"
"Auburn","northside_wpcf","Northside WPCF","2026-07-05 18:50:00","0.05001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-05 19:00:00","0.0800195291844529"
"Auburn","northside_wpcf","Northside WPCF","2026-07-05 19:10:00","0.025006102870141534"
"Auburn","northside_wpcf","Northside WPCF","2026-07-05 19:20:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-05 20:00:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-05 22:20:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-05 22:30:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-05 22:40:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-05 23:00:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-06 00:40:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-07 08:30:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-09 12:30:00","0.025006102870141534"
"Auburn","northside_wpcf","Northside WPCF","2026-07-09 12:40:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-09 14:10:00","0.01500366172208492"
"Auburn","northside_wpcf","Northside WPCF","2026-07-12 13:20:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-12 13:30:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-12 20:20:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-12 20:40:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-12 21:00:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-12 21:10:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-13 21:30:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-13 21:40:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-13 21:50:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-13 22:00:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-13 22:20:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-14 11:30:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-17 17:00:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-18 10:30:00","0.08001952918445292"
"Auburn","northside_wpcf","Northside WPCF","2026-07-18 10:40:00","0.05001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-18 10:50:00","0.025006102870141537"
"Auburn","northside_wpcf","Northside WPCF","2026-07-18 11:20:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-18 20:00:00","0.05501342631431138"
"Auburn","northside_wpcf","Northside WPCF","2026-07-18 20:10:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-18 20:20:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-18 20:50:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-18 21:10:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-19 00:30:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-19 00:40:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-19 01:00:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-19 01:40:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-19 01:50:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-19 02:00:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-19 02:10:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-19 03:30:00","0.05501342631431137"
"Auburn","northside_wpcf","Northside WPCF","2026-07-19 03:40:00","0.020004882296113226"
"Auburn","northside_wpcf","Northside WPCF","2026-07-19 03:50:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-19 04:00:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-19 11:00:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-19 11:20:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-20 15:50:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-22 14:20:00","0.015003661722084921"
"Auburn","northside_wpcf","Northside WPCF","2026-07-22 16:50:00","0.01500366172208492"
"Auburn","northside_wpcf","Northside WPCF","2026-07-24 12:20:00","0.025006102870141534"
"Auburn","northside_wpcf","Northside WPCF","2026-07-24 12:30:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-25 17:10:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 03:50:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 04:20:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 04:30:00","0.025006102870141534"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 04:40:00","0.015003661722084921"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 04:50:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 05:00:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 06:40:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 06:50:00","0.045010985166254756"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 07:00:00","0.050012205740283075"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 07:10:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 07:20:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 07:30:00","0.015003661722084921"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 07:40:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-26 07:50:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-27 06:50:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-27 07:10:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-27 07:20:00","0.015003661722084921"
"Auburn","northside_wpcf","Northside WPCF","2026-07-27 07:30:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-27 07:40:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-27 07:50:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-27 08:00:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-27 08:10:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-27 08:20:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-07-27 08:30:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-27 08:50:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-27 09:00:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-07-27 09:20:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-08-01 08:00:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-08-01 08:40:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-08-01 08:50:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-08-01 09:00:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-08-01 09:10:00","0.010002441148056615"
"Auburn","northside_wpcf","Northside WPCF","2026-08-01 09:20:00","0.005001220574028307"
"Auburn","northside_wpcf","Northside WPCF","2026-08-01 10:20:00","0.01500366172208492"
"Auburn","northside_wpcf","Northside WPCF","2026-08-01 10:30:00","0.060014646888339684"
"Auburn","northside_wpcf","Northside WPCF","2026-08-01 10:40:00","0.020004882296113226"
"Auburn","northside_wpcf","Northside WPCF","2026-08-01 10:50:00","0.015003661722084921"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-02 12:20:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-05 12:40:00","0.020004882296113226"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-05 12:50:00","0.020004882296113226"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-05 15:00:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-05 15:10:00","0.1500366172208492"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-05 18:50:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-05 19:00:00","0.04501098516625476"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-05 19:10:00","0.05501342631431138"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-05 19:20:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-05 22:20:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-05 22:30:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-05 22:40:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-05 23:00:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-06 05:30:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-09 12:30:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-09 14:10:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 14:20:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 14:30:00","0.050012205740283075"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 14:40:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 14:50:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 15:00:00","0.03500854401819815"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 15:10:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 15:20:00","0.03000732344416984"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 16:10:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 16:50:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 19:50:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 20:00:00","0.01500366172208492"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 20:20:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 20:30:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 20:40:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 20:50:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-12 21:00:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-13 21:30:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-13 21:40:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-13 21:50:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-13 22:00:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-13 22:10:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-15 12:20:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-17 17:00:00","0.025006102870141534"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-17 17:10:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-18 10:30:00","0.015003661722084921"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-18 11:10:00","0.01500366172208492"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-18 11:20:00","0.0700170880363963"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-18 11:30:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-18 12:10:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-18 20:20:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-18 20:40:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-18 20:50:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-18 21:00:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-18 21:10:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-18 23:50:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 00:00:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 00:30:00","0.025006102870141534"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 00:40:00","0.025006102870141537"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 01:10:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 01:40:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 01:50:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 02:00:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 03:40:00","0.02000488229611323"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 03:50:00","0.05001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 04:00:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 04:10:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 10:50:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 11:10:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-19 11:20:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-21 14:20:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-22 14:20:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-22 14:30:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-24 12:20:00","0.03000732344416984"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-25 17:10:00","0.020004882296113226"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 02:10:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 03:40:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 03:50:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 04:10:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 04:20:00","0.015003661722084921"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 04:30:00","0.015003661722084921"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 04:40:00","0.02000488229611323"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 04:50:00","0.01500366172208492"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 05:20:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 06:00:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 06:10:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 06:20:00","0.01500366172208492"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 06:30:00","0.045010985166254756"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 06:40:00","0.05001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 06:50:00","0.020004882296113226"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 07:00:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 07:10:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 07:20:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 07:30:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 07:40:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-26 07:50:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-27 06:40:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-27 07:00:00","0.005001220574028307"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-27 07:10:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-27 07:20:00","0.025006102870141534"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-27 07:30:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-27 07:50:00","0.010002441148056615"
"Auburn","nw_auburn_tank","NW Auburn Tank","2026-07-27 08:00:00","0.005001220574028307"
